Year,Title,Director,Cast,Genre
1993,Gurudev,Vinod Mehra,"Rishi Kapoor, Sridevi, Anil Kapoor, Pran",Romance
1993,Hasti,,"Jackie Shroff, Naseeruddin Shah, Nagma",Action
1993,Hum Hain Kamaal Ke,Vijay Reddy,"Sheeba, Sujoy Mukherjee, Kader Khan","Action, Comedy, Crime, Drama"
1993,Hum Hain Rahi Pyar Ke,Mahesh Bhatt,"Aamir Khan, Juhi Chawla",Romance
1993,In Custody,Ismail Merchant,"Om Puri, Shashi Kapoor",
1993,Insaniyat Ke Devta,K. C. Bokadia,"Vikas Anand, Rakesh Bedi, Rita Bhaduri","Action, Crime, Drama, Romance"
1993,Izzat Ki Roti,K. Pappu,"Urmila Bhatt, Birbal, Juhi Chawla","Drama, Family"
1993,Jeevan Ki Shatranj,S.A. Chandrashekhar,"Mithun Chakraborty, Farah Naaz","Action, Crime, Drama, Romance"
1993,Kala Coat,Mehmood Khan,"Tom Alter, Master Bhagwan, Khalil Bhukhari","Action, Crime, Drama, Romance"
1993,Kasam Teri Kasam,Raman Kumar,"Krishna Kumar, Kanchan, Kunika",Romance
1993,Kayda Kanoon,Pradeep Mani,"Akshay Kumar, Shikha Swaroop",
1993,Khal-Naaikaa,,"Jeetendra, Jaya Pradha, Anu Agrawal","Crime, Drama, Thriller"
1993,Khalnayak,Subhash Ghai,"Sanjay Dutt, Madhuri Dixit, Jackie Shroff","Action, Drama"
1993,Khoon Ka Sindoor,Amrish Sehgal,"Siddharth, Upasna Singh, Kunika",
1993,King Uncle,Rakesh Roshan,"Jackie Shroff, Shah Rukh Khan, Niveditha Saraf",Drama
1993,Kohraa,Partho Ghosh,"Arman Kohli, Ayesha Jhulka, Pran","Mystery, Thriller"
1993,Krishan Avtaar,Ashok Gaikwad,"Mithun Chakraborty, Somy Ali, Hashmat Khan",Action
1993,Kshatriya,J. P. Dutta,"Sunil Dutt, Dharmendra, Vinod Khanna, Sanjay Dutt, Sunny Deol",Action
1993,Kundan,K. C. Bokadia,"Dharmendra, Jaya Pradha, Amrish Puri",Drama
1993,Lootere,Dharmesh Darshan,"Pooja Bedi, Juhi Chawla, Sunny Deol","Action, Drama, Musical, Romance"
1993,Mahakaal,Ramsay Bros,"Karan Shah, Archana Puran Singh, Johnny Lever",Horror
1993,Maya,Ketan Mehta,"Deepa Sahi, Farooq Shaikh, Raj Babbar","Drama, Mystery, Romance"
1993,Maya Memsaab,Ketan Mehta,"Deepa Sahi, Farooq Sheikh, Shah Rukh Khan",Romance
1993,Meharbaan,,"Sadashiv Amrapurkar, Mithun Chakraborty, Ayesha Jhulka",
1993,Meri Aan,Roopesh Kumar,"Chandrashekhar, Sanjay Dutt, Farheen","Drama, Family, Romance"
1993,Muqabla,T. Rama Rao,"Govinda, Karisma Kapoor, Farah Naaz","Action, Crime, Drama, Thriller"
1993,Papeeha,Sai Paranjape,"Milind Gunaji, Veeni Paranjape Joglekar, Raghuvir Yadav",
1993,Pardesi,Raj N. Sippy,"Mithun Chakraborty, Sumalatha, Pankaj Dheer, Shakti Kapoor",Action
1993,Patang,Goutam Ghose,"Shabana Azmi, Shafiq Syed, Om Puri",Drama
1993,Pehchaan,Deepak Shivdasani,"Sunil Shetty, Saif Ali Khan, Shilpa Shirodkar, Madhoo","Romance, Drama"
1993,Pehla Nasha,,"Deepak Tijori, Pooja Bhatt, Raveena Tandon",
1993,Phir Teri Kahani Yaad Aayee,Mahesh Bhatt,"Pooja Bhatt, Rahul Roy, Pooja Bedi","Romance, Drama"
1993,Phool,Singeetham Srinivasa Rao,"Maya Alagh, Rajni Bala, Naina Behl",
1993,Phool Aur Angaar,Ashok Gaekwad,"Mithun Chakraborty, Shantipriya",
1993,Phoolan Hasina Ramkali,Kanti Shah,"Kirti Singh, Sudha Chandran, Tahir Khan",
1993,Platform,Deepak Pawar,"Ajay Devgn, Tisca Chopra, Priya","Action, Family"
1993,Police Wala,Sikander Bharti,"Arun Bakshi, Shakti Kapoor, Viju Khote",
1993,Prateeksha,Lawrence D'Souza,"Vikas Anand, Master Bunty, Chandrashekhar","Action, Crime"
1993,Pratimurti,Bimal Dutt,"Raakhee, Rajendra Gupta, Sadhu Meher",
1993,Professor Ki Padosan,S.L. Soni,"Sanjeev Kumar, Padmini Kolhapure, Shekhar Suman",
1993,Pyaar Ka Tarana,Dev Anand,"Manu Gargi, Anita Ayoob, Akshay Anand",
1993,Pyar Pyar,Sunil R. Prasad,"Beena Banerjee, Kishore Anand Bhanushali, Isha Gupta",
1993,Rajdhani,Kodi Ramakrishna,"Vinod Kumar, Yamuna, Srividya, Mukka Narshinga Rao, Babu Mohan",
1993,Rang,Talat Jani,"Kamal Sadanah, Divya Bharti, Jeetendra, Amrita Singh,",
1993,Rani Aur Maharani,Kanti Shah,"Ishrat Ali, Sadashiv Amrapurkar, Damini",
1993,Raunaq,Bobby Tappia,"Priyanka, Neeraj Kumar, Subbiraj",
1993,Roop Ki Rani Choron Ka Raja,Satish Kaushik,"Anil Kapoor, Sridevi, Anupam Kher, Paresh Rawal, Jackie Shroff",Drama
1993,Rudaali,Kalpana Lajmi,"Dimple Kapadia, Raakhee, Amjad Khan",Drama
1993,Sadhna,K. Ravi Shankar,"Raj Babbar, Krishan Dhawan, Mangal Dhillon",Drama
1993,Sahibaan,Ramesh Talwar,"Rishi Kapoor, Sanjay Dutt, Madhuri Dixit","Romance, Drama"
1993,Sainik,Sikander Bhartee,"Akshay Kumar, Ashwini Bhave, Farheen",
1993,Sangram,Lawrence D'Souza,"Ajay Devgn, Ayesha Jhulka, Karisma Kapoor","Drama, Romance"
1993,Santaan,Narayana Rao Dasari,"Jeetendra, Moushumi Chatterjee, Deepak Tijori",
1993,Sardar,Ketan Mehta,Paresh Rawal,"biopic, Drama"
1993,Shaktimaan,K. C. Bokadia,"Ajay Devgn, Karisma Kapoor, Mukesh Khanna","Action, Crime, Drama, Romance"
1993,Shatranj,Aziz Sajawal,"Jackie Shroff, Divya Bharti, Juhi Chawla, Mithun Chakraborty, Kader Khan","Comedy, Drama, Romance"
1993,Shiv Teri Mahima Nyari,Suresh Sinh Gohil,Lalita Pawar,
1993,Shreemaan Aashique,Deepak Anand,"Rishi Kapoor, Urmila Matondkar, Bindu",Comedy
1993,Sir,Mahesh Bhatt,"Naseeruddin Shah, Pooja Bhatt, Atul Agnihotri","Crime, Drama"
1993,Tadipaar,Mahesh Bhatt,"Mithun Chakraborty, Pooja Bhatt, Anupam Kher",
1993,Tahqiqaat,A. Jagannath,"Jeetendra, Aditya Pancholi, Laxmikant Berde",Crime
1993,Tum Karo Vaada,Robin Khosla,"Anaida, Birbal, Shammi Kapoor",Romance
1993,Veerta,Shibu Mitra,"Prasenjit Chatterjee, Prem Chopra, Sunny Deol",
1993,Waqt Hamara Hai,Bharat Rangachary,"Akshay Kumar, Sunil Shetty, Ayesha Jhulka, Mamta Kulkarni","Action, Romance"
1993,Yugandhar,N. Chandra,"Mithun Chakraborty, Kabir Bedi, Sangeeta Bijlani",
1993,Zakhmi Rooh,Pawan Kumar,"Moon Moon Sen, Javed Jaffrey, Raj Kiran",
1993,Zakhmo Ka Hisaab,Talukdaars,"Govinda, Farah Naaz, Kiran Kumar","Action, Crime, Drama"
1994,1942: A Love Story,Vidhu Vinod Chopra,"Anil Kapoor, Manisha Koirala, Jackie Shroff, Anupam Kher, Pran, Danny Denzongpa","Romance, Social"
1994,Aa Gale Lag Jaa,Hamid Ali Khan,"Jugal Hansraj, Urmila Matondkar, Ajit, Ishrat Ali",Romance
1994,Aag,K. Ravi Shankar,"Shilpa Shetty, Govinda, Sonali Bendre",Romance
1994,Aag Andhi Aur Toofan,Kanti Shah,,
1994,Aag Aur Chingari,Kanti Shah,"Asrani, Shakti Kapoor, Ravi Kishan",
1994,Aaja Re O Sajana,,,
1994,Aaja Sanam,,,
1994,Aao Pyaar Karen,Ravendra Peepat,"Saif Ali Khan, Shilpa Shetty, Somy Ali","Drama, Romance"
1994,Aatish: Feel the Fire,Sanjay Gupta,"Sanjay Dutt, Karisma Kapoor, Raveena Tandon",
1994,Ab To Aaja Saajan Mere,Rakesh A. Nahata,"Arvind Joshi, Shalini Kapoor, Roma Manik","Drama, Romance"
1994,Amanaat,Raj N Sippy,"Sanjay Dutt, Heera Rajgopal, Akshay Kumar","Action, Adventure"
1994,Andaz,David Dhawan,"Anil Kapoor, Juhi Chawla, Karisma Kapoor","Action, Comedy, Crime, Drama"
1994,Andaz Apna Apna,Rajkumar Santoshi,"Aamir Khan, Salman Khan, Raveena Tandon, Karishma Kapoor, Paresh Rawal, Shakti Kapoor, Viju Khote",Comedy
1994,Anjaam,Rahul Rawail,"Madhuri Dixit, Deepak Tijori, Shah Rukh Khan","Drama, Thriller"
1994,Anokha Premyudh,,"Arun, Aruna Irani, Shakti Kapoor","Comedy, Drama, Family, Romance"
1994,Anth,Sanjay Khanna,"Sunil Shetty, Somy Ali",Action
1994,Aranyaka,Apurba Kishore Bir,"Mohan Gokhale, Sanjana Kapoor, Navni Parihar",
1994,Baali Umar Ko Salaam,Vasant R. Patel,"Kamal Sadanah, Beena Banerjee, Tisca Chopra","Action, Comedy, Drama"
1994,Bandit Queen,Shekhar Kapur,"Seema Biswas, Nirmal Pandey","biopic, Social"
1994,Beta Ho To Aisa,C.P. Dixit,"Vikas Anand, Anuradha, Asrani",
1994,Betaaj Badshah,Iqbal Durrani,"Raaj Kumar, Shatrughan Sinha, Jay Mehta",
1994,Brahma,K. Subhash,"Govinda, Madhoo, Ayesha Jhulka",
1994,Chaand Kaa Tukdaa,Saawan Kumar,"Sridevi, Salman Khan","Action, Comedy, Drama"
1994,Chauraha,Sadaqat Hussein,"Jeetendra, Jackie Shroff, Jayapradha",
1994,Cheetah,Harmesh Malhotra,"Mithun Chakraborty, Ashwini Bhave",
1994,Chhoti Bahoo,M.M. Baig,"Vikas Anand, Beena Banerjee, Bindu","Drama, Family"
1994,Didi,Prakash Jha,,
1994,Dilbar,B. Krishna Rao,"Mamta Kulkarni, Rishikesh Raj, Nawaz Khan","Drama, Romance, Family"
1994,Dilwale,,"Ajay Devgan, Sunil Shetty, Paresh Rawal, Raveena Tandon",Romance
1994,Do Fantoosh,"Sikander Bharti, Veerendra","Sadashiv Amrapurkar, Vikas Anand, Ishita Babbar",Comedy
1994,Drohkaal,,"Om Puri, Naseeruddin Shah, Mita Vasisht",
1994,Dulaara,Vimal Kumar,"Govinda, Karishma Kapoor, Gulshan Grover",Thriller
1994,Eena Meena Deeka,David Dhawan,"Vinod Khanna, Rishi Kapoor, Juhi Chawla","Action, Crime, Comedy"
1994,Ekka Raja Rani,Afzal Ahmad,"Vinod Khanna, Govinda, Ayesha Jhulka, Ashwini Bhave",
1994,Elaan,,"Akshay Kumar, Madhoo",
1994,Ganga Aur Ranga,Joginder,"Sahila Chaddha, Suresh Chatwal, Anita Chopra",Action
1994,Gangster,Dev Anand,"Mamta Kulkarni, Manu Gargi, Anita Ayoob","Action, Drama, Thriller"
1994,Ghar Ki Izzat,Kalpataru,"Jeetendra, Rishi Kapoor, Anita Raj","Comedy, Romance, Musical"
1994,Gopalaa,Akash Jain,"Bindu, Suresh Chatwal, Prem Chopra",
1994,Gopi Kishan,Mukesh Duggal,"Sunil Shetty, Karisma Kapoor, Shilpa Shirodkar","Action, Comedy, Crime, Drama"
1994,Hanste Khelte,Bharat Rangachary,"Rahul Roy, Aparajita","Comedy, Drama"
1994,Hum Aapke Hain Koun..!,Sooraj R. Barjatya,"Salman Khan, Madhuri Dixit, Alok Nath, Renuka Shahane, Reema Lagoo, Anupam Kher, Bindu",Romance
1994,Hum Hain Bemisaal,Deepak Bahry,"Akshay Kumar, Sunil Shetty, Shilpa Shirodkar, Madhoo",
1994,Ikke Pe Ikka,Raj Sippy,"Akshay Kumar, Shanti Priya, Prithvi","Action, Comedy"
1994,Insaaf Apne Lahoo Se,Latif Khan,"Shatrughan Sinha, Sanjay Dutt, Shekhar Suman","Action, Drama"
1994,Insaniyat,Tony Juneja,"Amitabh Bachchan, Sunny Deol, Raveena Tandon, Chunky Pandey, Jayaprada, Sonam, Anupam Kher, Prem Chopra, Alok Nath, Aftab Shivdasani, Vinod Mehra, Nutan","Action, Crime, Drama"
1994,Ishq Mein Jeena Ishq Mein Marna,Miraq Mirza,"Divya Dutta, Brij Gopal, Shafi Inamdar",Romance
1994,Jai Kishen,,"Akshay Kumar, Ayesha Jhulka",
1994,Jai Maa Karwa Chauth,Pradeep Pandit,"Master Ankit, Banjara, Kishore Anand Bhanushali","Drama, Fantasy, Historical"
1994,Janam Se Pehle,B.R. Ishara,"Raj Babbar, Farah Naaz, Sumeet Saigal",
1994,Janta Ki Adalat,T.L.V. Prasad,"Sadashiv Amrapurkar, Asrani, Laxmikant Berde",Musical
1994,Jazbaat,Anant Balani,"Suchitra Krishnamoorthi, Rohit Roy, Reema Lagoo",Romance
1994,Juaari,Jagdish A. Sharma,"Dharmendra, Arman Kohli, Shilpa Shirodkar",Family
1994,Kabhi Haan Kabhi Naa,Kundan Shah,"Shah Rukh Khan, Naseeruddin Shah, Suchitra Krishnamoorthi",Romance
1994,Karan,Shiv Kumar,"Vindu Dara Singh, Prem Chopra, Trishna",
1994,Khudai,Johny Bakshi,"Rajesh Khanna, Madhavi, Deepika",Drama
1994,Khuddar,Iqbal Durrani,"Govinda, Karishma Kapoor",Action
1994,Kranti Kshetra,Raajiv Kumar,"Mithun Chakraborty, Pooja Bhatt, Harish",Action
1994,Krantiveer,Mehul Kumar,"Nana Patekar, Dimple Kapadia, Atul Agnihotri, Mamta Kulkarni","Drama, Romance"
1994,Laadla,Raj Kanwar,"Anil Kapoor, Sridevi, Raveena Tandon",Drama
1994,Laqshya,Bhagwan Thakur,"Tinnu Anand, Kiran Kumar, Sujit Kumar",
1994,Madam X,Deepak Shivdasani,"Rekha, Mohsin Khan, Shakti Kapoor","Action, Crime, Drama, Thriller"
1994,Madhosh,Vikram Bhatt,"Dilip Dhawan, Anjali Jatthar, Faisal Khan",
1994,Maha Shaktishaali,K. Pappu,"Dharmendra, Ayesha Jhulka, Anupam Kher",
1994,Main Khiladi Tu Anari,Sameer Malkan,"Akshay Kumar, Saif Ali Khan, Shilpa Shetty, Raageshwari","Action, Comedy"
1994,Mammo,Shyam Benegal,"Farida Jalal, Surekha Sikri, Amit Phalke",Drama
1994,Mera Pyara Bharat,Rama Rao Tatineni,"Tisca Chopra, Puneet Issar, Sharad S. Kapoor",Action
1994,Mohabbat Ki Arzoo,K.C. Bokadia,"Rishi Kapoor, Zeba Bakhtiar, Rakesh Bedi, Ashwini Bhave","Action, Romance, Drama"
1994,Mohra,Rajiv Rai,"Sunil Shetty, Naseeruddin Shah, Akshay Kumar, Raveena Tandon, Paresh Rawal",Action
1994,Mr. Azaad,T. Ramarao,"Anil Kapoor, Niki Aneja, Ishrat Ali","Action, Musical"
1994,Naaraaz,Mahesh Bhatt,"Mithun Chakraborty, Pooja Bhatt, Sonali Bendre, Atul Agnihotri","Action, Crime, Drama"
1994,Paramaatma,Bapu,"Mithun Chakraborty, Juhi Chawla, Amrish Puri","Action, Drama, Fantasy"
1994,Pathreela Raasta,Ajay Kashyap,"Dimple Kapadia, Varsha Usgaonkar, Sadashiv Amrapurkar",Action
1994,Pehla Pehla Pyar,Manmohan Singh,"Rishi Kapoor, Tabu, Anupam Kher","Drama, Crime, Action, Comedy"
1994,Prem Shakti,Shibu Mitra,"Govinda, Karisma Kapoor, Shakti Kapoor","Action, Drama, Fantasy, Romance"
1994,Prem Yog,Rajeev Kumar,"Rishi Kapoor, Madhoo, Shammi Kapoor","Drama, Family"
1994,Pyar Ka Rog,,"Ravi Behl, Bindu","Comedy, Romance"
1994,Raat Ke Gunaah,,"Archana Singh, Shekhar Suman",
1994,Raja Babu,David Dhawan,"Karishma Kapoor, Govinda, Shakti Kapoor, Kader Khan, Prem Chopra",Comedy
1994,Saajan Ka Ghar,Surendra Kumar Bohra,"Rishi Kapoor, Juhi Chawla, Deepak Tijori","Drama, Family"
1994,Saboot Mangta Hain Kanoon,Suraj Prakash,"Raj Babbar, Shashi Kapoor, Amjad Khan, Anita Raj",Action
1994,Salaami,Shahrukh Sultan,"Ayub Khan, Samyukta, Roshini Jaffery",Adventure
1994,Sangdil Sanam,Shomu Mukerji,"Salman Khan, Manisha Koirala",
1994,Sholay Aur Toofan,N. Paryani,"Kiran Kumar, Raaj Premi, Damini Priya",
1994,Stuntman,Deepak Balraaj Vij,"Avtar Singh Ahluwalia, Tinnu Anand, Ami Asthana","Action, Drama, Romance"
1994,Teesra Kaun?,Partho Ghosh,"Mithun Chakraborty, Chunky Pandey, Somy Ali","Comedy, Drama, Thriller"
1994,Tejasvini,N. Chandra,"Deepak Malhotra, Vijayshanti, Charan Raj","Action, Drama, Family"
1994,Thanedarni,Surinder Kapoor,Shikha Swaroop,
1994,The Gentleman,Mahesh Bhatt,"Juhi Chawla, Chiranjeevi",Action
1994,The Law,Sushama Shiromanee,"Ajay Devgn, Urmila Matondkar, Kiran Kumar",Action
1994,Triyacharitra,Basu Chatterjee,"Om Puri, Rajeshwari Sachdev, Naseeruddin Shah",Drama
1994,Two Brothers,,Juhi Chawla,
1994,Udhaar Ki Zindagi,K.V. Raju,"Jeetendra, Moushumi Chatterjee, Kajol",
1994,Ulfat Ki Nayee Manzilen,K. Ravi Shankar,"Agha, Ramesh Deo, Seema Deo",
1994,Vaade Iraade,Kalpana Bhardwaj,"Aayuush Kumar, Mamta Kulkarni, Kulbhushan Kharbanda",Social
1994,Vayu,Velu Viswanandhan,,
1994,Vijaypath,Farogh Siddique,"Ajay Devgn, Tabu, Suresh Oberoi","Romance, Drama"
1994,Woh Chokri,Subhankar Ghosh,"Pallavi Joshi, Neena Gupta",Drama
1994,Yaar Gaddar,Umesh Mehra,"Saif Ali Khan, Shweta, Somy Ali",
1994,Yeh Dillagi,Naresh Malhotra,"Akshay Kumar, Saif Ali Khan, Kajol",Romance
1994,Yuhi Kabhi,Kumar Bhatia,"Tinnu Anand, Master Bhagwan, Kumar Bhatia","Comedy, Drama"
1994,Zaalim,Sikander Bharti,"Akshay Kumar, Madhoo",Action
1994,Zakhmi Dil,Raju Subramanian,"Akshay Kumar, Ashwini Bhave, Ravi Kishan","Action, Romance"
1994,Zamane Se Kya Darna,Bobby Raj,"Sanjay Dutt, Raveena Tandon, Alok Nath",Family
1994,Zid,Esmayeel Shroff,"Jay Mehta, Raageshwari, Mala Sinha",
1995,7 Days,,,
1995,Aashique Mastane,Ajay Kashyap,"Maya Alagh, Vikas Anand, Mohnish Bahl",Comedy
1995,Aatank Hi Aatank,Dilip Shankar,"Aamir Khan, Juhi Chawla","Crime, Romance"
1995,Aazmayish,Sachin Pilgaonkar,"Rohit Kumar, Dharmendra, Anjali Jathar",
1995,Ab Insaf Hoga,Harish Shah,"Vikas Anand, Sahila Chaddha, Mithun Chakraborty",
1995,Ahankaar,Ashim S. Samanta,"Mithun Chakraborty, Mamta Kulkarni, Mohnish Bahl, Prem Chopra",
1995,Akele Hum Akele Tum,Mansoor Khan,"Aamir Khan, Manisha Koirala",Romance
1995,Andolan,,"Govinda, Mamta Kulkarni, Sanjay Dutt",Comedy
1995,Angrakshak,Ravi Raja,"Sunny Deol, Pooja Bhatt, Kulbhushan Kharbanda",
1995,Anokha Andaaz,Lawrence D'Souza,"Asrani, Bindu, Annu Kapoor",Romance
1995,Anokhi Chaal,A. Salaam,"Amjad Khan, Suresh Oberoi, Divya Rana",
1995,Baazi,Ashutosh Gowarikar,"Aamir Khan, Mamta Kulkarni",Action
1995,Barsaat,Rajkumar Santoshi,"Bobby Deol, Twinkle Khanna",Romance
1995,Bewafa Sanam,Gulshan Kumar,"Krishna Kumar, Shilpa Shirodkar, Sagar",Drama
1995,Bombay,Mani Ratnam,"Arvind Swamy, Manisha Koirala","Romance, Drama"
1995,Coolie No. 1,David Dhawan,"Govinda, Karishma Kapoor, Kader Khan, Shakti Kapoor",Comedy
1995,Criminal,Mahesh Bhatt,"Akkineni Nagarjuna, Manisha Koirala, Ramya Krishna, Nassar, Gulshan Grover, Sharat Babu",
1995,Dance Party,,"Raman Trikha, Raymond Singh, Aakruti","Family, Musical, Romance"
1995,Dil Ka Doctor,Avtar Bhogal Singh,"Mahmud Babai, Nimai Bali, Shabnam Chowdhary",Comedy
1995,Dilwale Dulhania Le Jayenge,Aditya Chopra,"Shah Rukh Khan, Kajol, Amrish Puri, Farida Jalal",Romance
1995,Diya Aur Toofan,K. Bapaiah,"Mithun Chakraborty, Madhoo, Suresh Oberoi, Mohnish Bahl, Kader Khan","SciFi, Crime, Thriller"
1995,Faisla Main Karungi,Anil Sharma,"Sadashiv Amrapurkar, Sudhir Dalvi, Danny Denzongpa",Action
1995,Fauji,Lawrence D'Souza,"Master Altaf, Raj Babbar, Suresh Chatwal","Action, Crime, Drama"
1995,Gaddaar,Deepak Sareen,"Sunil Shetty, Harish Kumar, Sonali Bendre","Action, Drama, Romance, Thriller"
1995,God and Gun,Esmayeel Shroff,"Raaj Kumar, Jackie Shroff, Gautami",
1995,Guddu,Prem Lalwani,"Shah Rukh Khan, Manisha Koirala, Deepti Naval, Mukesh Khanna, Mehmood Ali",Drama
1995,Gundaraj,Guddu Dhanoa,"Ajay Devgn, Kajol,",Drama
1995,Guneghar,Vikram Bhatt,"Atul Agnihotri, Ishrat Ali, Pooja Bhatt",
1995,Haqeeqat,Kuku Kohli,"Ajay Devgn, Tabu, Aruna Irani,",Drama
1995,Hathkadi,,"Shilpa Shetty, Govinda",Action
1995,Hulchul,Anees Bazmee,"Vinod Khanna, Ajay Devgn, Kajol, Amrish Puri",Drama
1995,Hum Dono,Shafi Inamdar,"Rishi Kapoor, Nana Patekar, Pooja Bhatt","Drama, Musical, Romance"
1995,Hum Sab Chor Hain,Ambrish Sangal,"Vikas Anand, Aparajita, Birbal",Musical
1995,Inteqam Ke Sholay,Jagdish Gautam,"Rita Bhaduri, Gurbachan, Jagdeep",
1995,Jai Vikraanta,,Sanjay Dutt,
1995,Jallaad,,"Vikas Anand, Sulabha Arya, Mithun Chakraborty","Drama, Action, Family, Comedy"
1995,Janam Kundli,Tariq Shah,"Jeetendra, Vinod Khanna, Reena Roy",
1995,Jawab,Ajay Kashyap,"Raaj Kumar, Harish, Karishma Kapoor, Prem Chopra, Mukesh Khanna",
1995,Kalyug Ke Avtaar,Sham Ralhan,"Jeetendra, Reena Roy, Madhoo","Action, Romance"
1995,Karan Arjun,Rakesh Roshan,"Salman Khan, Shah Rukh Khan, Kajol, Mamta Kulkarni, Raakhee, Amrish Puri",Action
1995,Kartavya,Raj Kanwar,"Sanjay Kapoor, Juhi Chawla",Action
1995,Kis Kaam Ke Yeh Rishte,B. R. Ishara,"Rajesh Khanna, Swapna, Shafi Inamdar",Family
1995,Kismat,,"Govinda, Raakhee",
1995,Live Today,Pradeep Maini,"Rakesh Bedi, Pankaj Berry, Brij Gopal",Drama
1995,Maa Ki Mamta,Manju Bansal Asrani,"Rajni Bala, Rita Bhaduri, Brahmachari",Drama
1995,Maidan-E-Jung,,"Akshay Kumar, Karisma Kapoor",
1995,Mera Damad,,"Bhagwan Dada, Utpal Dutt, Jankidas","Comedy, Drama"
1995,Milan,Mahesh Bhatt,"Jackie Shroff, Manisha Koirala, Paresh Rawal","Action, Crime, Romance"
1995,Naajayaz,Mahesh Bhatt,"Naseeruddin Shah, Ajay Devgn, Juhi Chawla",Thriller
1995,Naseem,Saeed Akhtar Mirza,"Kaifi Azmi, Mayuri Kango, Kay Kay Menon",Drama
1995,Nazar Ke Samne,Jagdish A. Sharma,"Akshay Kumar, Farheen, Ekta Sohini",Family
1995,Nishana,Raj N. Sippy,"Mithun Chakraborty, Rekha, Paresh Rawal","Drama, Family"
1995,Oh Darling! Yeh Hai India,Ketan Mehta,"Shah Rukh Khan, Deepa Sahi, Jaaved Jaffrey",
1995,Paandav,,"Akshay Kumar, Nandini, Prithvi",
1995,Paappi Devataa,Harmesh Malhotra,"Dharmendra, Jeetendra, Jaya Pradha",
1995,Param Vir Chakra,Major Ashok Kaul,"Saeed Jaffrey, Kulbhushan Kharbanda, Hema Malini",War
1995,Police Lock-up,Kishan Shah,"Sadashiv Amrapurkar, Firoz Irani, Bharat Kapoor","Action, Crime, Drama"
1995,Policewala Gunda,Pappu Verma,"Dharmendra, Reena Roy, Mamta Kulkarni",
1995,Prem,Satish Kaushik,"Sanjay Kapoor, Tabu, Deepak Tijori",
1995,Raasaiyya,Kannan,"Prabhu Deva, Roja Selvamani, M. N. Nambiar",Drama
1995,Raghuveer,K. Pappu,"Sunil Shetty, Shilpa Shirodkar",
1995,Raja,Indra Kumar,"Sanjay Kapoor, Madhuri Dixit, Paresh Rawal, Mukesh Khanna, Dalip Tahil",
1995,Ram Jaane,Rajiv Mehra,"Shah Rukh Khan, Juhi Chawla, Vivek Mushran",
1995,Ram Shastra,Sanjay Gupta,"Jackie Shroff, Manisha Koirala, Dipti Bhatnagar",
1995,Rangeela,Ram Gopal Varma,"Aamir Khan, Urmila Matondkar, Jackie Shroff",
1995,Ravan Raaj: A True Story,T. Rama Rao,"Aditya Pancholi, Mithun Chakraborty, Madhoo, Sheeba, Paresh Rawal",
1995,Rock Dancer,"V. Menon, Memon Roy","Govinda, Ashwani Chopra, Samantha Fox",Musical
1995,Saajan Ki Baahon Mein,Jai Prakash,"Rishi Kapoor, Raveena Tandon, Sumeet Saigal, Pran","Drama, Family, Romance"
1995,Sabse Bada Khiladi,Umesh Mehra,"Akshay Kumar, Mamta Kulkarni, Mohnish Behl",
1995,Sanam Harjai,Saawan Kumar Tak,"Himanshu, Saadhika, Simran",Family
1995,Sanjay,Shahrukh Sultan,"Ayub Khan, Sakshi Shivanand, Shakti Kapoor, Sadashiv Amrapurkar",Drama
1995,Sarhad: The Border of Crime,Mahendra Shah,"Raj Babbar, Farah Naaz, Deepak Tijori","Action, Crime, Drama"
1995,Sauda,Ramesh Modi,"Sumeet Saigal, Neelam Kothari, Vikas Bhalla",Romance
1995,Shanivrat Mahima,K. Kamleshwar Rao,"Bhanupriya, Arun Govil, Shabnam",Fantasy
1995,Surakshaa,Raju Mavani,"Sunil Shetty, Aditya Pancholi, Saif Ali Khan, Divya Dutta, Monica Bedi",
1995,Taaqat,Talat Jani,"Dharmendra, Shatrughan Sinha, Kajol, Farah Naaz, Vikas Bhalla",
1995,Takkar,Bharat Rangachary,"Naseeruddin Shah, Sunil Shetty, Sonali Bendre",
1995,Taqdeerwala,K. Muralimohana Rao,"Venkatesh, Raveena Tandon, Asrani",
1995,Target,Sandip Ray,"Mohan Agashe, Barun Chakraborty, Champa",Drama
1995,The Don,Farogh Siddique,"Mithun Chakraborty, Sonali Bendre",
1995,The Gambler,Dayal Nihalani,"Govinda, Shilpa Shetty, Aditya Pancholi, Gulshan Grover",
1995,Trimurti,Mukul S. Anand,"Anil Kapoor, Shah Rukh Khan, Jackie Shroff, Priya Tendulkar, Gautami, Anjali Jathar",
1995,Vapsi Saajan Ki,,"Ashwini Bhave, Gulshan Grover, Shoaib Khan, Pran",
1995,Veergati,K.K. Singh,"Salman Khan, Atul Agnihotri Divya Dutta",
1995,Yaraana,David Dhawan,"Rishi Kapoor, Madhuri Dixit, Raj Babbar, Kader Khan, Shakti Kapoor",
1995,Zamana Deewana,Ramesh Sippy,"Jeetendra, Shatrughan Sinha, Shah Rukh Khan, Raveena Tandon",
1996,Aatank,Prem Lalwani,"Dharmendra, Girish Karnad, Nafisa Ali, Hema Malini, Amjad Khan, Kader Khan, Ravi Kishan",Action
1996,Agni Sakshi,Partho Ghosh,"Jackie Shroff, Nana Patekar, Manisha Koirala","Thriller, Drama"
